method,normalized_path,backend,frontend,openapi
GET,/MERCHANTS/CATALOG/PRODUCTS/{PARAM},1,0,1
GET,/MERCHANTS/CATEGORIES,1,0,1
GET,/MERCHANTS/PRODUCTS,1,0,1
GET,/MERCHANTS/PRODUCTS/{PARAM},1,0,1
GET,/MERCHANTS/STORES/{PARAM}/PRODUCTS,1,0,1
GET,/MERCHANTS/{PARAM},1,0,1
GET,/MERCHANTS/{PARAM}/PRODUCTS,1,0,1
GET,/METRICS,1,0,1
GET,/METRICS/JSON,1,0,1
GET,/NOTIFICATIONS/MY,1,1,1
GET,/NOTIFICATIONS/SUPPRESSION,1,0,1
GET,/NOTIFICATIONS/SUPPRESSION/CHANNELS,1,1,1
GET,/NOTIFICATIONS/SUPPRESSION/STATS,1,0,1
GET,/NOTIFICATIONS/UNREAD/COUNT,1,1,1
GET,/ONBOARDING/APPLICATIONS,1,0,0
GET,/ONBOARDING/MY,1,0,0
GET,/ONBOARDING/STATISTICS,1,0,0
GET,/ONBOARDING/{PARAM}/DETAILS,1,0,0
GET,/OPENING-BALANCE,0,1,0
GET,/ORDER,1,0,0
GET,/ORDER/USER/{PARAM},1,0,0
GET,/ORDERS-CQRS,1,0,1
GET,/ORDERS-CQRS/{PARAM},1,0,1
GET,/ORDER_ID,0,1,0
GET,/PAGE,0,1,0
GET,/PARTNERS,0,1,0
GET,/PATH,0,1,0
GET,/PRICING-STRATEGIES,0,1,0
GET,/PROMOTIONS,1,0,1
GET,/PROMOTIONS/BY-PLACEMENT,1,0,1
GET,/PROMOTIONS/BY-STORES,1,0,0
GET,/PROMOTIONS/STATS/OVERVIEW,1,1,1
GET,/PROMOTIONS/{PARAM},1,0,1
GET,/Q,0,1,0
GET,/REDIS_HOST,0,1,0
GET,/REDIS_PASSWORD,0,1,0
GET,/REDIS_PORT,0,1,0
GET,/REPORTS/MARKETERS/OVERVIEW,0,1,0
GET,/REPORTS/REALTIME,1,0,0
GET,/SESSION_ID,0,1,0
GET,/SHIFTS,1,0,0
GET,/SHIFTS/DRIVER/{PARAM},1,0,0
GET,/SHIFTS/MY-SHIFTS,1,0,0
GET,/SORT,0,1,0
GET,/STATUS,0,1,0
GET,/STEP,0,1,0
GET,/STORAGEKEY,0,1,0
GET,/STORES/{PARAM},1,0,0
GET,/SUPPORT/ADMIN/SLA-METRICS,1,0,0
GET,/SUPPORT/REPORTS/SUMMARY,0,1,0
GET,/SUPPORT/STATS,1,1,0
GET,/SUPPORT/TICKETS,1,1,0
GET,/SUPPORT/TICKETS/{PARAM},1,0,0
GET,/TYPE,0,1,0
GET,/USER-AGENT,0,1,0
GET,/USER/PROFILE,1,1,0
GET,/USER/{PARAM},1,0,0
GET,/USERS/ADDRESS,1,1,0
GET,/USERS/ADDRESSES,1,0,1
GET,/USERS/EXPORT-DATA,1,0,0
GET,/USERS/ME,1,1,1
GET,/USERS/PIN/STATUS,1,0,1
GET,/USERS/PRIVACY-POLICY,1,0,0
GET,/USERS/SEARCH,1,0,1
GET,/UTILITY/ADMIN/ORDERS,1,0,1
GET,/UTILITY/DAILY,1,0,1
GET,/UTILITY/OPTIONS,1,0,1
GET,/UTILITY/ORDER/{PARAM},1,0,1
GET,/UTILITY/ORDERS,1,0,1
GET,/UTILITY/PRICING,1,0,1
GET,/UTILITY/PRICING/{PARAM},1,0,1
GET,/UTM_CAMPAIGN,0,1,0
GET,/UTM_CONTENT,0,1,0
GET,/UTM_MEDIUM,0,1,0
GET,/UTM_SOURCE,0,1,0
GET,/UTM_TERM,0,1,0
GET,/V1/GEOCODE{PARAM},0,1,0
GET,/V1/PLACES{PARAM},0,1,0
GET,/V2/WALLET/BALANCE,0,1,0
GET,/V2/WALLET/BILLS,0,1,0
GET,/V2/WALLET/COUPONS/HISTORY,1,1,1
GET,/V2/WALLET/COUPONS/MY,1,1,1
GET,/V2/WALLET/SUBSCRIPTIONS/MY,1,1,1
GET,/V2/WALLET/TOPUP/HISTORY,0,1,0
GET,/V2/WALLET/TOPUP/METHODS,0,1,0
GET,/V2/WALLET/TRANSACTIONS,0,1,0
GET,/V2/WALLET/TRANSFERS,0,1,0
GET,/V2/WALLET/WITHDRAW/METHODS,0,1,0
GET,/V2/WALLET/WITHDRAW/MY,0,1,0
GET,/VENDORS,1,1,1
GET,/VENDORS/ACCOUNT/STATEMENT,1,1,1
GET,/VENDORS/DASHBOARD/OVERVIEW,1,1,1
GET,/VENDORS/ME,1,1,1
GET,/VENDORS/SALES,1,1,1
GET,/VENDORS/SETTLEMENTS,1,1,1
GET,/VENDORS/{PARAM},1,0,1
GET,/WALLET/BALANCE,1,0,1
GET,/WALLET/BILLS,1,0,1
GET,/WALLET/COUPONS/HISTORY,1,0,0
GET,/WALLET/COUPONS/MY,1,0,0
GET,/WALLET/SETTLEMENTS/EXPORT,1,0,0
GET,/WALLET/SUBSCRIPTIONS/MY,1,0,0
GET,/WALLET/TOPUP/HISTORY,1,0,1
GET,/WALLET/TOPUP/METHODS,1,0,1
GET,/WALLET/TRANSACTION/{PARAM},1,0,1
GET,/WALLET/TRANSACTIONS,1,0,1
GET,/WALLET/TRANSFERS,1,0,1
GET,/WALLET/WITHDRAW/METHODS,1,0,1
GET,/WALLET/WITHDRAW/MY,1,0,1
GET,/WINDOW,0,1,0
GET,/{PARAM},1,0,0
PATCH,/ADDRESS/{PARAM},1,0,0
PATCH,/ADMIN/AMANI/{PARAM}/STATUS,1,0,0
PATCH,/ADMIN/ARABON/{PARAM}/STATUS,1,0,0
PATCH,/ADMIN/DATA-DELETION/{PARAM}/APPROVE,1,0,1
PATCH,/ADMIN/DATA-DELETION/{PARAM}/REJECT,1,0,1
PATCH,/ADMIN/DRIVERS/LEAVE-REQUESTS/{PARAM}/APPROVE,1,0,1
PATCH,/ADMIN/DRIVERS/LEAVE-REQUESTS/{PARAM}/REJECT,1,0,1
PATCH,/ADMIN/DRIVERS/{PARAM}/ADJUST-BALANCE,1,0,1
PATCH,/ADMIN/DRIVERS/{PARAM}/LEAVE-BALANCE/ADJUST,1,0,1
PATCH,/ADMIN/ES3AFNI/{PARAM}/STATUS,1,0,0
PATCH,/ADMIN/KAWADER/{PARAM}/STATUS,1,0,0
PATCH,/ADMIN/KENZ/{PARAM}/STATUS,1,0,0
PATCH,/ADMIN/MAAROUF/{PARAM}/STATUS,1,0,0
PATCH,/ADMIN/MARKETERS/{PARAM},1,0,1
PATCH,/ADMIN/PAYMENTS/{PARAM}/STATUS,1,0,0
PATCH,/ADMIN/ROLES/{PARAM},1,0,1
PATCH,/ADMIN/SANAD/{PARAM}/STATUS,1,0,0
PATCH,/ADMIN/SETTINGS,1,0,1
PATCH,/ADMIN/SETTINGS/FEATURE-FLAGS/{PARAM},1,0,1
PATCH,/ADMIN/STORES/PRODUCTS/{PARAM},1,0,1
PATCH,/ADMIN/STORES/{PARAM},1,0,1
PATCH,/ADMIN/WITHDRAWALS/{PARAM}/APPROVE,1,0,1
PATCH,/ADMIN/WITHDRAWALS/{PARAM}/REJECT,1,0,1
PATCH,/AKHDIMNI/ERRANDS/{PARAM}/CANCEL,1,0,1
PATCH,/AKHDIMNI/ERRANDS/{PARAM}/STATUS,1,0,1
PATCH,/AMANI/{PARAM},1,0,0
PATCH,/API/V2/SANAD/{PARAM},1,0,0
PATCH,/ARABON/{PARAM},1,0,0
PATCH,/CONTENT/ADMIN/APP-SETTINGS,1,0,1
PATCH,/CONTENT/ADMIN/FAQS/{PARAM},1,0,1
PATCH,/CONTENT/ADMIN/PAGES/{PARAM},1,0,1
PATCH,/CONTENT/BANNERS/{PARAM},1,0,1
PATCH,/CONTENT/MY-SUBSCRIPTION/CANCEL,1,0,1
PATCH,/CONTENT/SECTIONS/{PARAM},1,0,1
PATCH,/DEFAULT-ADDRESS,1,0,0
PATCH,/DELIVERY/CART/DELIVERY-ADDRESS,1,0,1
PATCH,/DELIVERY/CART/ITEMS/{PARAM},1,0,1
PATCH,/DELIVERY/CART/NOTE,1,0,1
PATCH,/DELIVERY/CART/SHEIN/ITEMS/{PARAM},1,0,1
PATCH,/DELIVERY/CART/SHEIN/NOTE,1,0,1
PATCH,/DELIVERY/CART/SHEIN/SHIPPING,1,0,1
PATCH,/DELIVERY/CART/{PARAM},1,0,1
PATCH,/DELIVERY/ORDER/{PARAM}/ADMIN-STATUS,1,0,1
PATCH,/DRIVERS/AVAILABILITY,1,1,1
PATCH,/DRIVERS/LOCATION,1,1,1
PATCH,/DRIVERS/PROFILE,1,1,1
PATCH,/DRIVERS/VACATIONS/{PARAM}/CANCEL,1,0,1
PATCH,/ER/EMPLOYEES/{PARAM},1,0,1
PATCH,/ER/JOURNAL-ENTRIES/{PARAM}/POST,1,0,1
PATCH,/ER/LEAVE-REQUESTS/{PARAM}/APPROVE,1,0,1
PATCH,/ER/LEAVE-REQUESTS/{PARAM}/REJECT,1,0,1
PATCH,/ER/PAYROLL/{PARAM}/APPROVE,1,0,1
PATCH,/ER/PAYROLL/{PARAM}/MARK-PAID,1,0,1
PATCH,/ES3AFNI/{PARAM},1,0,0
PATCH,/FINANCE/COMMISSION-PLANS/{PARAM},1,0,1
PATCH,/FINANCE/COMMISSIONS/{PARAM}/APPROVE,1,0,1
PATCH,/FINANCE/COMMISSIONS/{PARAM}/CANCEL,1,0,1
PATCH,/FINANCE/COUPONS/{PARAM},1,0,1
PATCH,/FINANCE/PAYOUTS/BATCHES/{PARAM}/APPROVE,1,0,1
PATCH,/FINANCE/PAYOUTS/BATCHES/{PARAM}/COMPLETE,1,0,1
PATCH,/FINANCE/RECONCILIATIONS/{PARAM}/ACTUAL-TOTALS,1,0,1
PATCH,/FINANCE/RECONCILIATIONS/{PARAM}/ISSUES/{PARAM}/RESOLVE,1,0,1
PATCH,/FINANCE/REPORTS/{PARAM}/FINALIZE,1,0,1
PATCH,/FINANCE/SETTLEMENTS/{PARAM}/APPROVE,1,0,1
PATCH,/KAWADER/{PARAM},1,0,0
PATCH,/KENZ/{PARAM},1,0,0
PATCH,/LEGAL/ADMIN/PRIVACY-POLICY/{PARAM}/ACTIVATE,1,0,1
PATCH,/LEGAL/ADMIN/TERMS-OF-SERVICE/{PARAM}/ACTIVATE,1,0,1
PATCH,/MAAROUF/{PARAM},1,0,0
PATCH,/MARKETER/NOTIFICATIONS/{PARAM}/READ,1,0,1
PATCH,/MARKETER/PROFILE,1,0,1
PATCH,/MERCHANTS/ATTRIBUTES/{PARAM},1,0,1
PATCH,/MERCHANTS/CATALOG/PRODUCTS/{PARAM},1,0,1
PATCH,/MERCHANTS/CATEGORIES/{PARAM},1,0,1
PATCH,/MERCHANTS/PRODUCTS/{PARAM},1,0,1
PATCH,/MERCHANTS/PRODUCTS/{PARAM}/STOCK,1,0,1
PATCH,/MERCHANTS/{PARAM},1,0,1
PATCH,/ONBOARDING/{PARAM}/APPROVE,1,0,0
PATCH,/ONBOARDING/{PARAM}/REJECT,1,0,0
PATCH,/ORDERS-CQRS/{PARAM}/STATUS,1,0,1
PATCH,/PROMOTIONS/{PARAM},1,0,1
PATCH,/SHIFTS/{PARAM},1,0,0
PATCH,/SUPPORT/ADMIN/TICKETS/{PARAM}/ASSIGN,1,0,0
PATCH,/SUPPORT/ADMIN/TICKETS/{PARAM}/RESOLVE,1,0,0
PATCH,/SUPPORT/TICKETS/{PARAM}/MESSAGES,1,0,0
PATCH,/SUPPORT/TICKETS/{PARAM}/RATE,1,0,0
PATCH,/USERS/ADDRESS/{PARAM},1,0,1
PATCH,/USERS/ADDRESSES/{PARAM},1,0,1
PATCH,/USERS/DEFAULT-ADDRESS,1,0,1
PATCH,/USERS/ME,1,0,1
PATCH,/USERS/PROFILE,1,0,0
PATCH,/UTILITY/OPTIONS/GAS,1,0,1
PATCH,/UTILITY/OPTIONS/WATER,1,0,1
PATCH,/UTILITY/ORDER/{PARAM}/CANCEL,1,0,1
PATCH,/UTILITY/ORDER/{PARAM}/STATUS,1,0,1
PATCH,/UTILITY/PRICING/{PARAM},1,0,1
PATCH,/VENDORS/ME,1,1,1
PATCH,/VENDORS/{PARAM},1,0,1
PATCH,/VENDORS/{PARAM}/STATUS,1,0,1
PATCH,/WALLET/WITHDRAW/{PARAM}/CANCEL,1,0,1
POST,/ACCOUNTS/CHART,0,1,0
POST,/ADMIN/BACKUP/CREATE,1,0,1
POST,/ADMIN/BACKUP/{PARAM}/RESTORE,1,0,1
POST,/ADMIN/CACHE/CLEAR,1,0,1
POST,/ADMIN/COMMISSION-PLANS,0,1,0
POST,/ADMIN/CREATE,0,1,0
POST,/ADMIN/DRIVERS,0,1,0
POST,/ADMIN/DRIVERS/FINANCE/RUN,0,1,0
POST,/ADMIN/DRIVERS/{PARAM}/ATTENDANCE/ADJUST,1,0,1
POST,/ADMIN/DRIVERS/{PARAM}/BAN,1,0,1
POST,/ADMIN/DRIVERS/{PARAM}/UNBAN,1,0,1
POST,/ADMIN/HOME-LAYOUTS,1,0,1
POST,/ADMIN/MARKETERS,1,0,1
POST,/ADMIN/MARKETERS/{PARAM}/ACTIVATE,1,0,1
POST,/ADMIN/MARKETERS/{PARAM}/DEACTIVATE,1,0,1
POST,/ADMIN/NOTIFICATIONS/CAMPAIGNS,0,1,0
POST,/ADMIN/NOTIFICATIONS/TEMPLATES,0,1,0
POST,/ADMIN/ONBOARDING-SLIDES,1,1,1
POST,/ADMIN/PAGES,0,1,0
POST,/ADMIN/REPORTS/EXPORT/{PARAM}/{PARAM},1,0,1
POST,/ADMIN/REPORTS/GENERATE,1,1,1
POST,/ADMIN/ROLES,1,0,1
POST,/ADMIN/SECURITY/RESET-PASSWORD/{PARAM},1,0,1
POST,/ADMIN/SECURITY/UNLOCK-ACCOUNT/{PARAM},1,0,1
POST,/ADMIN/STORES,1,0,1
POST,/ADMIN/STORES/PRODUCTS,1,0,1
POST,/ADMIN/STORES/PRODUCTS/{PARAM}/VARIANTS,1,0,1
POST,/ADMIN/STORES/{PARAM}/ACTIVATE,1,0,1
POST,/ADMIN/STORES/{PARAM}/APPROVE,1,0,1
POST,/ADMIN/STORES/{PARAM}/DEACTIVATE,1,0,1
POST,/ADMIN/STORES/{PARAM}/FORCE-CLOSE,1,0,1
POST,/ADMIN/STORES/{PARAM}/FORCE-OPEN,1,0,1
POST,/ADMIN/STORES/{PARAM}/REJECT,1,0,1
POST,/ADMIN/STORES/{PARAM}/SUSPEND,1,0,1
POST,/ADMIN/STRINGS,1,0,1
POST,/ADMIN/SUPPORT/TICKETS,0,1,0
POST,/ADMIN/USERS,0,1,0
POST,/ADMIN/USERS/{PARAM}/BAN,1,0,1
POST,/ADMIN/USERS/{PARAM}/UNBAN,1,0,1
POST,/ADMIN/VENDORS,0,1,0
POST,/ADMIN/VENDORS/{PARAM}/APPROVE,1,0,1
POST,/ADMIN/VENDORS/{PARAM}/REJECT,1,0,1
POST,/ADMIN/VENDORS/{PARAM}/SUSPEND,1,0,1
POST,/AKHDIMNI/ADMIN/ERRANDS/{PARAM}/ASSIGN-DRIVER,1,0,1
POST,/AKHDIMNI/ERRANDS,1,1,1
POST,/AKHDIMNI/ERRANDS/CALCULATE-FEE,1,1,1
POST,/AKHDIMNI/ERRANDS/{PARAM}/RATE,1,0,1
POST,/AMANI,1,1,0
POST,/ANALYTICS/ADSPEND,1,0,1
POST,/ANALYTICS/EVENTS/TRACK,1,0,1
POST,/ANALYTICS/ROAS/CALCULATE,1,0,1
POST,/API/LEADS/CAPTAIN,0,1,0
POST,/API/LEADS/MERCHANT,0,1,0
POST,/API/SUPPORT/CONTACT,0,1,0
POST,/API/V2/PAYMENTS/HOLDS,1,1,0
POST,/API/V2/PAYMENTS/HOLDS/{PARAM}/REFUND,1,0,0
POST,/API/V2/PAYMENTS/HOLDS/{PARAM}/RELEASE,1,0,0
POST,/API/V2/SANAD,1,1,0
POST,/ARABON,1,1,0
POST,/AUTH/CONSENT,1,0,1
POST,/AUTH/CONSENT/BULK,1,0,1
POST,/AUTH/DELETE-ACCOUNT/REQUEST,0,1,0
POST,/AUTH/FIREBASE/LOGIN,1,0,1
POST,/AUTH/FORGOT,1,1,1
POST,/AUTH/RESET,1,1,1
POST,/AUTH/RESET/VERIFY,1,1,1
POST,/AUTH/VERIFY-OTP,1,1,1
POST,/CONTENT/ADMIN/FAQS,1,0,1
POST,/CONTENT/ADMIN/PAGES,1,0,1
POST,/CONTENT/BANNERS,1,0,1
POST,/CONTENT/BANNERS/{PARAM}/CLICK,1,0,1
POST,/CONTENT/SECTIONS,1,0,1
POST,/CONTENT/SUBSCRIBE,1,0,1
POST,/CONTENT/SUBSCRIPTION-PLANS,1,0,1
POST,/COUPONS/VALIDATE,0,1,0
POST,/DELIVERY/CART/ADD,1,1,1
POST,/DELIVERY/CART/ITEMS,1,0,1
POST,/DELIVERY/CART/MERGE,1,1,1
POST,/DELIVERY/CART/SHEIN/ITEMS,1,0,1
POST,/DELIVERY/CART/{PARAM}/RETARGET/PUSH,1,0,1
POST,/DELIVERY/CATEGORIES/BULK-REORDER,0,1,0
POST,/DELIVERY/ORDER,1,1,1
POST,/DELIVERY/ORDER/{PARAM}/ASSIGN-DRIVER,1,0,1
POST,/DELIVERY/ORDER/{PARAM}/CANCEL,1,0,1
POST,/DELIVERY/ORDER/{PARAM}/NOTES,1,0,1
POST,/DELIVERY/ORDER/{PARAM}/POD,1,0,1
POST,/DELIVERY/ORDER/{PARAM}/RATE,1,0,1
POST,/DELIVERY/ORDER/{PARAM}/REPEAT,1,0,1
POST,/DELIVERY/ORDER/{PARAM}/RETURN,1,0,1
POST,/DELIVERY/ORDER/{PARAM}/SCHEDULE,1,0,1
POST,/DELIVERY/ORDER/{PARAM}/UPDATE-LOCATION,1,0,1
POST,/DELIVERY/ORDER/{PARAM}/VENDOR-ACCEPT,1,0,1
POST,/DELIVERY/ORDER/{PARAM}/VENDOR-CANCEL,1,0,1
POST,/DRIVER/LOGIN,0,1,0
POST,/DRIVERS,1,0,1
POST,/DRIVERS/CHANGE-PASSWORD,1,1,1
POST,/DRIVERS/DOCUMENTS/UPLOAD,1,1,1
POST,/DRIVERS/ISSUES/REPORT,1,1,1
POST,/DRIVERS/LOCATIONS,0,1,0
POST,/DRIVERS/ORDERS/{PARAM}/ACCEPT,1,0,1
POST,/DRIVERS/ORDERS/{PARAM}/COMPLETE,1,0,1
POST,/DRIVERS/ORDERS/{PARAM}/REJECT,1,0,1
POST,/DRIVERS/ORDERS/{PARAM}/START-DELIVERY,1,0,1
POST,/DRIVERS/VACATIONS/REQUEST,1,1,1
POST,/DRIVERS/WITHDRAWALS/REQUEST,0,1,0
POST,/DRIVERS/{PARAM}/DOCUMENTS/{PARAM}/VERIFY,1,0,1
POST,/ER/ACCOUNTS,1,0,1
POST,/ER/ATTENDANCE/CHECK-IN,1,0,1
POST,/ER/ATTENDANCE/CHECK-OUT,1,0,1
POST,/ER/EMPLOYEES,1,0,1
POST,/ER/JOURNAL-ENTRIES,1,0,1
POST,/ER/LEAVE-REQUESTS,1,0,1
POST,/ER/PAYROLL/GENERATE,1,0,1
POST,/ERRANDS/ORDER,1,1,1
POST,/ES3AFNI,1,1,0
POST,/EVENTS,1,1,0
POST,/FIELD/QUICK-ONBOARD,0,1,0
POST,/FINANCE/COMMISSION-PLANS,1,0,1
POST,/FINANCE/COMMISSIONS,1,0,1
POST,/FINANCE/COMMISSIONS/SETTINGS,0,1,0
POST,/FINANCE/COUPONS,1,0,1
POST,/FINANCE/COUPONS/VALIDATE,1,0,1
POST,/FINANCE/PAYOUTS/BATCHES,1,0,1
POST,/FINANCE/RECONCILIATIONS,1,0,1
POST,/FINANCE/RECONCILIATIONS/{PARAM}/ISSUES,1,0,1
POST,/FINANCE/REPORTS/DAILY,1,0,1
POST,/FINANCE/SETTLEMENTS,1,0,1
POST,/FORGOT,1,0,0
POST,/HOME-LAYOUTS,1,0,0
POST,/JOURNAL-ENTRIES,0,1,0
POST,/KAWADER,1,1,0
POST,/KENZ,1,1,0
POST,/LEGAL/ADMIN/PRIVACY-POLICY,1,0,1
POST,/LEGAL/ADMIN/TERMS-OF-SERVICE,1,0,1
POST,/LEGAL/CONSENT,1,0,1
POST,/MAAROUF,1,1,0
POST,/MARKETER/FILES/UPLOAD,1,0,1
POST,/MARKETER/REFERRALS/GENERATE-CODE,1,1,1
POST,/MARKETING/ADSPEND/UPLOAD,0,1,0
POST,/MEDIA/SIGN-UPLOAD,0,1,0
POST,/MERCHANT,0,1,0
POST,/MERCHANT/ATTRIBUTES,0,1,0
POST,/MERCHANT/CATALOG/PRODUCTS,0,1,0
POST,/MERCHANT/CATEGORIES,0,1,0
POST,/MERCHANT/PRODUCTS,0,1,0
POST,/MERCHANTS,1,0,1
POST,/MERCHANTS/ATTRIBUTES,1,0,1
POST,/MERCHANTS/CATALOG/PRODUCTS,1,0,1
POST,/MERCHANTS/CATEGORIES,1,0,1
POST,/MERCHANTS/PRODUCTS,1,0,1
POST,/NOTIFICATIONS,1,0,1
POST,/NOTIFICATIONS/READ-ALL,1,1,1
POST,/NOTIFICATIONS/REGISTER,0,1,0
POST,/NOTIFICATIONS/SEND-BULK,1,0,1
POST,/NOTIFICATIONS/SUPPRESSION,1,1,1
POST,/NOTIFICATIONS/{PARAM}/READ,1,0,1
POST,/ONBOARDING,1,0,0
POST,/ONBOARDING-SLIDES,1,0,0
POST,/ONBOARDING/QUICK-ONBOARD,1,0,0
POST,/OPENING-BALANCE,0,1,0
POST,/ORDER,1,0,0
POST,/ORDERS-CQRS,1,0,1
POST,/ORDERS-CQRS/{PARAM}/ASSIGN-DRIVER,1,0,1
POST,/ORDERS-CQRS/{PARAM}/CANCEL,1,0,1
POST,/PARTNERS/UPSERT,0,1,0
POST,/PAYMENTS/CONFIRM,0,1,0
POST,/PAYMENTS/CREATE-SESSION,0,1,0
POST,/PRICING-STRATEGIES,0,1,0
POST,/PROMOTIONS,1,1,1
POST,/PROMOTIONS/{PARAM}/CLICK,1,0,1
POST,/PROMOTIONS/{PARAM}/CONVERSION,1,0,1
POST,/REPORTS/EXPORT/{PARAM}/{PARAM},1,0,0
POST,/REPORTS/GENERATE,1,0,0
POST,/RESET,1,0,0
POST,/RESET/VERIFY,1,0,0
POST,/RIDES/SOS,0,1,0
POST,/SEGMENTS/PREVIEW,0,1,0
POST,/SEGMENTS/SYNC,0,1,0
POST,/SHIFTS,1,0,0
POST,/SHIFTS/{PARAM}/ASSIGN/{PARAM},1,0,0
POST,/STRINGS,1,0,0
POST,/SUPPORT/TICKETS,1,1,0
POST,/USERS/ADDRESS,1,0,0
POST,/USERS/ADDRESSES,1,0,1
POST,/USERS/ADDRESSES/{PARAM}/SET-DEFAULT,1,0,1
POST,/USERS/PIN/CHANGE,1,0,1
POST,/USERS/PIN/SET,1,0,1
POST,/USERS/PIN/VERIFY,1,0,1
POST,/UTILITY/CALCULATE-PRICE,1,0,1
POST,/UTILITY/DAILY,1,0,1
POST,/UTILITY/ORDER,1,1,1
POST,/UTILITY/ORDER/{PARAM}/ASSIGN-DRIVER,1,0,1
POST,/UTILITY/ORDER/{PARAM}/RATE,1,0,1
POST,/UTILITY/PRICING,1,0,1
POST,/V2/WALLET/COUPONS/APPLY,1,1,1
POST,/V2/WALLET/COUPONS/VALIDATE,0,1,0
POST,/V2/WALLET/HOLD,0,1,0
POST,/V2/WALLET/PAY-BILL,0,1,0
POST,/V2/WALLET/REFUND,0,1,0
POST,/V2/WALLET/REFUND/REQUEST,0,1,0
POST,/V2/WALLET/RELEASE,0,1,0
POST,/V2/WALLET/SUBSCRIPTIONS/SUBSCRIBE,0,1,0
POST,/V2/WALLET/TOPUP/KURAIMI,0,1,0
POST,/V2/WALLET/TOPUP/VERIFY,0,1,0
POST,/V2/WALLET/TRANSFER,0,1,0
POST,/V2/WALLET/WITHDRAW/REQUEST,0,1,0
POST,/VENDOR,0,1,0
POST,/VENDOR/AUTH/VENDOR-LOGIN,0,1,0
POST,/VENDORS,1,0,1
POST,/VENDORS/ACCOUNT/DELETE-REQUEST,1,1,1
POST,/VENDORS/SETTLEMENTS,1,1,1
POST,/VENDORS/{PARAM}/RESET-PASSWORD,1,0,1
POST,/VERIFY-OTP,1,0,0
POST,/WALLET/COUPONS,0,1,0
POST,/WALLET/COUPONS/APPLY,1,0,0
POST,/WALLET/HOLD,1,0,1
POST,/WALLET/PAY-BILL,1,0,1
POST,/WALLET/REFUND,1,0,1
POST,/WALLET/REFUND/REQUEST,1,0,1
POST,/WALLET/RELEASE,1,0,1
POST,/WALLET/TOPUP/KURAIMI,1,0,1
POST,/WALLET/TOPUP/VERIFY,1,0,1
POST,/WALLET/TRANSACTION,1,0,1
POST,/WALLET/TRANSFER,1,0,1
POST,/WALLET/WITHDRAW/REQUEST,1,0,1
PUT,/ADMIN/HOME-LAYOUTS/{PARAM},1,0,1
PUT,/ADMIN/ONBOARDING-SLIDES/{PARAM},1,0,1
PUT,/ADMIN/PAGES/{PARAM},1,0,1
PUT,/ADMIN/SETTINGS/APPEARANCE,0,1,0
PUT,/ADMIN/STRINGS/{PARAM},1,0,1
PUT,/API/CONTENT/LATEST,0,1,0
PUT,/DELIVERY/STORES/{PARAM},1,0,1
PUT,/HOME-LAYOUTS/{PARAM},1,0,0
PUT,/ONBOARDING-SLIDES/{PARAM},1,0,0
PUT,/PAGES/{PARAM},1,0,0
PUT,/STORES/{PARAM},1,0,0
PUT,/STRINGS/{PARAM},1,0,0
